city_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
281,mitzic,98,GA,1578422387,63,0.78,11.55,77.54,3.74
282,katesh,4,TZ,1578422387,89,-4.52,35.39,63.14,3.76
283,kieta,72,PG,1578422387,78,-6.22,155.63,82.45,3.36
284,rize,75,TR,1578422387,41,41.02,40.52,60.8,6.93
285,taksimo,5,RU,1578422387,93,56.36,114.84,-12.89,0.56
286,honiara,40,SB,1578422387,94,-9.43,159.96,75.2,2.24
287,constitucion,5,MX,1578422387,22,23.99,-104.67,57.2,4.7
288,guerrero negro,68,MX,1578422387,31,27.97,-114.04,67.1,4.38
289,chirongui,74,YT,1578422387,83,-12.93,45.15,84.2,3.36
290,adrar,6,DZ,1578422387,25,27.87,-0.29,62.6,10.29
291,tabas,0,IR,1578422388,36,33.6,56.92,44.6,4.7
292,spornoye,0,RU,1578422388,73,50.84,37.29,19.4,4.47
293,vila franca do campo,40,PT,1578422388,93,37.72,-25.43,64.4,8.05
294,carballo,75,ES,1578422163,87,43.21,-8.69,55.0,8.05
295,mokobeng,20,BW,1578422388,30,-23.0,27.67,85.62,11.54
296,mackay,90,CA,1578422388,92,53.65,-115.58,10.4,5.82
297,worcester,90,GB,1578422348,100,52.19,-2.22,55.99,14.99
298,ribeira grande,75,PT,1578422388,93,38.52,-28.7,64.4,13.87
299,santa luzia,40,BR,1578422388,55,-19.77,-43.85,87.8,9.17
300,semey,0,KZ,1578422388,85,50.41,80.25,3.45,6.67
301,vallenar,0,CL,1578422388,39,-28.58,-70.76,77.2,11.79
302,kita,75,JP,1578422388,93,35.76,139.74,42.01,6.93
303,ekhabi,67,RU,1578422388,87,53.51,142.97,4.62,9.69
304,atherton,40,AU,1578422388,83,-17.27,145.48,79.0,5.82
305,balkhash,53,KZ,1578422388,86,46.84,74.98,12.76,3.89
306,maragogi,58,BR,1578422388,66,-9.01,-35.22,81.14,9.98
307,gushikawa,1,JP,1578422388,88,26.35,127.87,73.4,5.82
308,aras,5,ES,1578422388,81,42.56,-2.36,51.8,10.29
309,lhokseumawe,62,ID,1578422388,78,5.18,97.15,70.23,3.74
310,andros town,75,BS,1578422388,53,24.73,-77.79,75.2,8.05
311,okha,67,RU,1578422388,87,53.59,142.95,4.62,9.69
312,mehamn,90,NO,1578422388,97,71.03,27.85,33.8,16.11
313,khandyga,98,RU,1578422388,97,62.65,135.58,-0.58,1.48
314,katobu,100,ID,1578422388,92,-4.94,122.53,76.35,2.04
315,roald,40,NO,1578422388,61,62.58,6.12,50.0,28.86
316,san patricio,3,PY,1578422388,27,-26.98,-56.83,94.32,5.93
317,fairbanks,90,US,1578422388,73,64.84,-147.72,-24.0,0.6
318,vung tau,68,VN,1578422388,78,10.35,107.08,77.61,11.97
319,iqaluit,90,CA,1578422389,60,63.75,-68.52,-27.0,8.08
320,mayumba,100,GA,1578422389,77,-3.44,10.65,80.89,8.14
321,chaplygin,40,RU,1578422389,92,53.24,39.97,21.2,4.47
322,vestmannaeyjar,75,IS,1578422389,73,63.44,-20.27,32.0,42.5
323,koster,100,ZA,1578422389,55,-25.86,26.9,72.12,2.93
324,ocos,20,GT,1578422389,49,14.51,-92.19,89.6,8.3
325,veraval,90,FR,1578422389,100,49.65,0.71,52.0,8.05
326,aykhal,80,RU,1578422389,92,65.95,111.51,5.0,4.47
327,adre,0,TD,1578422389,26,13.47,22.2,73.22,8.39
328,douentza,14,ML,1578422389,19,15.01,-2.95,67.19,2.91
329,vanderhoof,100,CA,1578422374,95,54.02,-124.02,8.67,3.42
330,porto velho,40,BR,1578422177,52,-8.75,-63.87,93.2,10.29
331,kavaratti,92,IN,1578422389,71,10.57,72.64,82.09,5.97
332,grindavik,90,IS,1578422389,86,63.84,-22.43,30.2,54.13
333,srednekolymsk,64,RU,1578422389,96,67.46,153.71,-17.79,1.97
334,acapulco,20,MX,1578422389,58,16.86,-99.88,87.8,6.93
335,tomatlan,82,MX,1578422390,26,19.93,-105.25,88.57,0.51
336,la paz,5,MX,1578422345,49,24.15,-110.32,77.0,16.11
337,shieli,91,KZ,1578422390,84,44.18,66.74,26.31,6.82
338,shenjiamen,3,CN,1578422390,75,29.96,122.3,47.97,31.72
339,kirakira,94,SB,1578422390,86,-10.46,161.92,79.65,8.25
340,saint-augustin,75,CA,1578422390,53,45.63,-73.98,30.0,5.82
341,decatur,1,US,1578422390,27,35.51,-84.79,53.6,11.41
342,chegdomyn,7,RU,1578422390,98,51.13,133.04,-11.43,0.49
343,hadejia,40,NG,1578422390,19,12.45,10.04,75.34,10.09
344,vani,75,GE,1578422390,37,42.09,42.51,51.8,17.22
345,saint-georges,96,CA,1578422102,63,46.12,-70.67,24.01,7.0
346,comodoro rivadavia,20,AR,1578422390,22,-45.87,-67.48,77.0,25.28
347,novobirilyussy,90,RU,1578422390,96,56.95,90.69,7.92,5.32
348,buchanan,20,LR,1578422390,66,5.88,-10.05,86.0,9.17
349,atikokan,100,CA,1578422092,83,48.76,-91.62,1.02,12.88
350,bourail,100,NC,1578422390,84,-21.57,165.5,69.08,3.71
351,lakes entrance,100,AU,1578422390,93,-37.88,147.99,62.01,12.55
352,yining,0,CN,1578422390,87,29.04,114.56,37.53,1.36
353,bay roberts,75,CA,1578422390,92,47.58,-53.28,30.99,9.17
354,nikki,1,BJ,1578422390,23,9.94,3.21,85.15,4.36
355,effingham,1,US,1578422390,28,39.12,-88.54,46.0,11.41
356,camalu,68,MX,1578422390,13,30.85,-116.07,66.97,2.04
357,springfield,75,US,1578422390,38,42.1,-72.59,42.01,6.93
358,birao,55,CF,1578422390,21,10.3,22.78,77.99,8.52
359,meiganga,55,CM,1578422390,27,6.52,14.29,76.15,7.63
360,praya,40,ID,1578422390,83,-8.71,116.27,80.6,3.29
361,celestun,90,MX,1578422390,73,20.87,-90.4,73.4,16.02
362,itupiranga,75,BR,1578422391,66,-5.13,-49.33,89.6,4.7
363,kaseda,90,JP,1578422391,88,31.42,130.32,66.2,19.46
364,golden,1,US,1578422391,16,39.76,-105.22,57.2,3.36
365,tuatapere,72,NZ,1578422391,85,-46.13,167.69,46.99,4.0
366,lagoa,0,PT,1578422391,76,37.14,-8.45,60.01,2.35
367,bonnyville,20,CA,1578422391,63,54.27,-110.74,-11.2,2.24
368,san francisco,20,CO,1578422391,68,1.17,-76.88,71.6,9.17
369,lumut,75,BN,1578422391,88,4.66,114.45,80.6,3.36
370,eureka,90,US,1578422391,61,40.8,-124.16,50.0,8.05
371,mahon,40,IE,1578422391,87,51.89,-8.4,55.0,19.46
372,becerril,0,CO,1578422391,43,9.7,-73.28,93.34,3.53
373,san cristobal,95,HN,1578422391,65,14.68,-86.92,74.53,7.52
374,marsh harbour,100,BS,1578422115,65,26.54,-77.06,69.71,3.96
375,uyuni,0,BO,1578422391,14,-20.46,-66.82,61.66,12.91
376,otradnoye,90,RU,1578422391,93,59.77,30.8,37.99,6.71
377,marzuq,95,YE,1578422391,82,14.4,46.47,65.59,3.24
378,novikovo,0,RU,1578422391,92,51.15,37.89,19.42,6.26
379,paamiut,100,GL,1578422391,88,61.99,-49.67,14.85,7.52
380,requena,7,ES,1578422391,87,39.49,-1.1,51.8,3.53
381,fayaoue,100,NC,1578422391,79,-20.65,166.53,76.69,13.2
382,lagos,1,NG,1578422101,54,6.46,3.39,84.2,5.82
383,whitehorse,90,CA,1578422391,83,60.72,-135.06,-11.99,6.93
384,dingle,99,PH,1578422391,90,11.0,122.67,73.27,8.46
385,balotra,72,IN,1578422391,73,25.83,72.24,59.13,13.06
386,goure,41,NE,1578422391,18,13.98,10.27,71.01,7.0
387,zabol,0,IR,1578422391,52,31.03,61.49,46.4,9.17
388,namatanai,100,PG,1578422391,74,-3.66,152.44,83.23,6.13
389,leh,95,IN,1578422391,89,34.16,77.58,8.1,0.94
390,beloha,20,MG,1578422391,77,-25.17,45.06,76.1,14.7
391,sant feliu de guixols,50,ES,1578422208,62,41.78,3.03,55.99,4.7
392,kozhanka,0,UA,1578422392,100,49.97,29.75,28.0,2.46
393,buraydah,0,SA,1578422392,72,26.33,43.97,60.8,5.82
394,tymovskoye,4,RU,1578422392,92,50.85,142.66,1.72,3.22
395,madimba,20,CM,1578422392,83,4.42,9.93,84.2,6.89
396,guadalupe,40,MX,1578422392,29,25.68,-100.26,66.2,11.41
397,ubinskoye,94,RU,1578422392,96,55.31,79.68,9.77,4.72
398,ankang,79,CN,1578422392,81,32.73,108.99,36.1,2.33
399,qiryat shemona,75,IL,1578422392,62,33.21,35.57,59.0,16.11
400,oktyabrskiy,90,RU,1578422392,86,55.61,37.97,33.01,4.47
401,manado,75,ID,1578422392,100,1.49,124.85,73.4,3.36
402,damietta,40,EG,1578422392,62,31.42,31.81,55.4,17.22
403,dickson,1,US,1578422392,37,36.08,-87.39,52.0,9.17
404,mogadishu,70,SO,1578422373,81,2.04,45.34,81.77,25.1
405,lengshuitan,12,CN,1578422392,79,26.41,111.6,45.48,5.57
406,hokitika,1,NZ,1578422392,80,-42.72,170.96,54.61,11.41
407,emerald,40,AU,1578422392,83,-23.53,148.16,73.4,5.82
408,geraldton,90,CA,1578422392,72,49.72,-86.95,14.0,8.05
409,port lincoln,0,AU,1578422392,70,-34.72,135.86,65.1,7.54
410,cervo,40,BR,1578422392,58,-22.19,-46.24,82.4,5.06
411,tuy hoa,51,VN,1578422392,83,13.08,109.3,76.28,14.79
412,nioro,74,GM,1578422392,6,13.79,-15.05,85.08,7.54
413,payo,80,ID,1578422392,97,-3.75,103.64,68.31,0.89
414,ulladulla,90,AU,1578422392,73,-35.36,150.48,70.0,9.17
415,panzhihua,18,CN,1578422392,76,26.59,101.72,41.9,1.39
416,shingu,97,JP,1578422392,76,33.72,135.99,63.59,26.13
417,sturgeon falls,90,CA,1578422392,86,46.36,-79.93,34.0,10.29
418,gigmoto,91,PH,1578422393,83,13.78,124.39,80.01,16.37
419,zurrieq,0,MT,1578422393,81,35.83,14.47,46.4,3.36
420,jining,19,CN,1578422393,85,35.41,116.58,29.8,6.04
421,boende,56,CD,1578422393,63,-0.28,20.88,80.76,1.81
422,jiangyou,98,CN,1578422393,78,31.78,104.73,36.54,0.74
423,okhotsk,76,RU,1578422393,75,59.36,143.24,-7.4,7.65
424,storforshei,75,NO,1578422393,93,66.4,14.52,35.6,2.24
425,nueva gerona,12,CU,1578422393,62,21.88,-82.8,74.17,10.02
426,preobrazheniye,100,RU,1578422393,90,42.9,133.91,25.0,8.39
427,arman,69,RU,1578422393,80,59.7,150.17,10.49,7.74
428,solenzo,89,BF,1578422393,14,12.18,-4.08,82.33,4.43
429,turukhansk,77,RU,1578422393,97,65.8,87.96,-3.39,7.58
430,baykit,91,RU,1578422393,96,61.68,96.39,5.4,2.19
431,petauke,100,ZM,1578422393,90,-14.25,31.33,70.32,3.0
432,mitsamiouli,20,KM,1578422393,78,-11.38,43.28,82.4,4.7
433,jatai,97,IN,1578422393,83,28.97,76.18,55.9,5.93
434,campos do jordao,40,BR,1578422393,49,-22.74,-45.59,93.2,4.7
435,alor gajah,20,MY,1578422393,83,2.38,102.21,80.6,4.7
436,point pleasant,1,US,1578422393,38,40.08,-74.07,46.0,7.7
437,torbay,75,CA,1578422393,92,47.66,-52.73,30.99,9.17
438,buala,86,SB,1578422393,82,-8.15,159.59,81.25,5.17
439,salaga,0,GH,1578422393,22,8.55,-0.52,89.71,6.49
440,egvekinot,0,RU,1578422393,67,66.32,-179.17,-18.71,2.08
441,peniche,0,PT,1578422393,81,39.36,-9.38,57.2,4.7
442,daru,100,PG,1578422393,95,-9.07,143.21,75.34,3.29
443,clyde river,75,CA,1578422394,74,70.47,-68.59,-25.6,8.05
444,san isidro,20,CR,1578422394,50,10.02,-84.06,80.6,17.22
445,astana,75,KZ,1578422394,83,51.13,71.43,-4.0,3.42
446,kontagora,0,NG,1578422394,24,10.4,5.47,83.25,1.05
447,pevek,0,RU,1578422394,77,69.7,170.27,-8.21,11.56
448,illapel,0,CL,1578422394,21,-31.63,-71.17,79.9,15.82
449,taltal,0,CL,1578422394,63,-25.41,-70.49,69.76,7.92
450,wattegama,7,LK,1578422394,95,7.35,80.68,70.25,3.27
451,segezha,100,RU,1578422394,96,63.74,34.31,35.87,11.32
452,henties bay,1,NA,1578422394,85,-22.12,14.28,64.99,1.99
453,lavrentiya,98,RU,1578422394,99,65.58,-170.99,-11.47,3.29
454,santa marta,20,CO,1578422394,41,11.24,-74.21,95.0,12.75
455,demba,100,CD,1578422394,94,-5.47,22.27,72.5,2.95
456,seymchan,6,RU,1578422394,96,62.93,152.39,-26.12,1.41
457,vestmanna,94,FO,1578422394,75,62.16,-7.17,42.8,24.16
458,makat,100,KZ,1578422394,70,47.65,53.35,26.42,7.09
459,isangel,45,VU,1578422394,81,-19.55,169.27,74.98,13.62
460,los llanos de aridane,40,ES,1578422189,59,28.66,-17.92,66.2,5.82
461,mogwase,90,ZA,1578422394,53,-25.28,27.22,75.09,3.4
462,kolaras,95,IN,1578422394,56,25.22,77.61,63.12,7.31
463,faya,20,SA,1578422394,87,18.39,42.45,59.0,11.41
464,carupano,0,VE,1578422292,47,10.67,-63.26,86.27,6.49
465,real,75,PH,1578422394,88,14.67,121.6,77.0,5.82
466,nemuro,30,JP,1578422394,72,43.32,145.57,26.35,2.89
467,melilla,75,EC,1578422394,88,-0.8,-80.23,78.8,2.24
468,borovoy,95,RU,1578422395,94,63.23,52.89,12.43,7.34
469,broome,75,GB,1578422395,87,52.47,1.45,54.0,18.34
470,kasongo-lunda,100,CD,1578422395,97,-6.48,16.82,69.28,2.15
471,montelibano,38,CO,1578422395,60,7.98,-75.42,86.41,4.14
472,bad rappenau,27,DE,1578422395,86,49.24,9.1,42.01,4.7
473,cayenne,43,GF,1578422395,74,4.94,-52.33,86.0,14.99
474,nabire,100,ID,1578422395,99,-3.36,135.5,72.59,1.03
475,sao joao da barra,20,BR,1578422247,62,-21.64,-41.05,89.6,16.11
476,mayo,90,CA,1578422395,62,63.59,-135.9,-16.6,6.93
477,hambantota,98,LK,1578422395,78,6.12,81.12,80.56,23.76
478,elyakhin,20,IL,1578422395,62,32.41,34.92,59.0,11.41
479,verkhnevilyuysk,97,RU,1578422395,96,63.45,120.31,10.02,4.25
480,panzos,96,GT,1578422395,73,15.4,-89.67,71.38,2.33
481,tarauaca,16,BR,1578422395,36,-8.16,-70.77,92.66,6.98
482,namibe,93,AO,1578422395,83,-15.19,12.15,73.54,6.13
483,ahuimanu,75,US,1578422395,78,21.44,-157.84,77.0,18.34
484,benjamin aceval,75,PY,1578422395,55,-24.97,-57.57,87.8,6.93
485,whyalla,0,AU,1578422395,73,-33.04,137.58,69.8,8.05
486,muyezerskiy,100,RU,1578422395,95,63.93,31.65,36.0,11.81
487,mount gambier,40,AU,1578422395,100,-37.83,140.78,50.0,1.12
488,ha giang,38,VN,1578422395,94,22.83,104.99,58.71,0.92
489,mokrous,100,RU,1578422395,97,51.24,47.51,28.29,6.89
490,butterworth,20,MY,1578422395,78,5.4,100.37,82.4,5.82
491,annavasal,20,IN,1578422395,88,10.46,78.7,75.2,5.82
492,great falls,90,US,1578422396,52,47.5,-111.29,46.0,19.46
493,osorno,90,CL,1578422175,63,-40.57,-73.14,62.6,12.75
494,the valley,20,AI,1578422124,69,18.22,-63.06,84.0,12.75
495,tautira,20,PF,1578422396,78,-17.73,-149.15,82.4,2.24
496,tura,100,RU,1578422396,89,64.27,100.22,3.51,5.23
497,nileshwar,20,IN,1578422396,94,12.25,75.1,78.8,1.12
498,dao,93,PH,1578422396,94,11.39,122.69,74.21,4.23
499,wamba,77,CD,1578422396,56,2.14,27.99,74.97,2.08
500,langfang,80,CN,1578422396,42,39.51,116.7,30.99,15.66
501,antofagasta,20,CL,1578422396,64,-23.65,-70.4,73.4,17.22
502,meridian,1,US,1578422396,93,43.61,-116.39,44.6,16.49
503,sorong,100,ID,1578422396,98,-0.86,131.25,74.37,2.8
504,cururupu,68,BR,1578422396,42,-1.82,-44.87,91.62,5.68
505,dabakala,1,CI,1578422396,20,8.36,-4.43,86.61,1.32
506,matamoros,75,US,1578422396,60,25.87,-97.51,71.6,18.34
507,strezhevoy,15,RU,1578422396,92,60.73,77.6,5.0,6.71
508,ajdabiya,79,LY,1578422396,64,30.75,20.22,56.01,13.56
509,usinsk,90,RU,1578422396,96,66.0,57.56,7.97,10.65
510,bunia,29,CD,1578422396,60,1.56,30.25,76.05,3.74
511,bartica,75,GY,1578422396,78,6.41,-58.62,82.4,6.93
512,saldanha,6,PT,1578422396,72,41.42,-6.55,40.78,1.1
513,puerto leguizamo,26,CO,1578422396,40,-0.19,-74.78,93.04,7.16
514,farmington,1,US,1578422363,54,36.73,-108.21,35.01,6.93
515,luxor,0,EG,1578422396,51,25.7,32.65,59.0,6.93
516,brigantine,1,US,1578422396,45,39.41,-74.36,48.0,11.41
517,dzierzoniow,75,PL,1578422396,93,50.73,16.65,37.99,9.17
518,bima,100,ID,1578422396,92,-8.45,118.73,72.97,1.39
519,boissevain,1,CA,1578422396,54,49.23,-100.06,3.2,19.46
520,udachnyy,50,RU,1578422396,92,66.42,112.4,5.0,4.47
521,mackenzie,90,CA,1578422396,85,55.34,-123.09,12.2,8.05
522,bahia blanca,0,AR,1578422397,18,-38.72,-62.27,87.08,18.97
523,namtsy,92,RU,1578422397,83,62.72,129.66,-7.6,2.24
524,moranbah,23,AU,1578422397,95,-22.0,148.04,69.75,7.2
525,xining,100,CN,1578422397,70,36.62,101.77,17.71,3.31
526,iralaya,40,HN,1578422397,74,15.0,-83.23,82.4,10.29
527,karpathos,75,GR,1578422397,71,35.51,27.21,53.6,11.41
528,wasilla,1,US,1578422397,74,61.58,-149.44,-0.4,0.65
529,bafq,0,IR,1578422397,42,31.6,55.4,44.6,2.37
530,key west,1,US,1578422397,77,47.93,-96.78,6.01,11.41
531,broken hill,0,AU,1578422397,25,-31.97,141.45,77.0,10.29
532,raudeberg,75,NO,1578422397,81,61.99,5.14,48.99,44.96
533,bacolod,100,PH,1578422397,80,10.68,122.95,74.01,5.32
534,ribas do rio pardo,99,BR,1578422397,89,-20.45,-53.76,75.29,12.46
535,verkhniy rohachyk,0,UA,1578422397,76,47.25,34.34,28.89,12.64
536,aleksandrov gay,100,RU,1578422397,80,50.14,48.57,28.27,5.97
537,saint-pierre,90,FR,1578422397,100,48.95,4.24,45.0,12.75
538,takoradi,24,GH,1578422397,72,4.89,-1.75,80.62,14.32
539,jumla,100,NP,1578422397,98,29.28,82.18,30.16,5.46
540,werda,100,BW,1578422397,88,-25.27,23.28,66.78,12.66
541,walvis bay,20,NA,1578422397,82,-22.95,14.51,64.99,9.17
542,moerai,1,PF,1578422397,80,-22.43,-151.33,79.16,13.38
543,sao filipe,94,CV,1578422397,71,14.9,-24.5,69.35,23.24
544,jinchang,100,CN,1578422397,60,38.52,102.19,18.7,1.14
545,sola,85,TZ,1578422397,84,-3.17,33.8,69.01,4.09
546,verkhoyansk,100,RU,1578422397,87,67.55,133.39,-16.13,2.19
547,ryotsu,75,JP,1578422397,100,38.08,138.43,42.8,5.82
548,college,90,US,1578422397,73,64.86,-147.8,-24.0,1.61
549,eyl,26,SO,1578422397,77,7.98,49.82,79.16,22.55
550,talnakh,75,RU,1578422398,84,69.49,88.39,5.0,22.37
551,avera,40,US,1578422398,41,33.19,-82.53,64.4,17.22
552,sandakan,40,MY,1578422398,94,5.84,118.12,77.0,4.7
553,havre,90,US,1578422398,79,48.55,-109.68,26.6,12.75
554,tsumeb,100,NA,1578422398,59,-19.25,17.72,69.67,3.2
555,kostomuksha,100,RU,1578422398,94,64.59,30.6,36.14,12.57
556,talcahuano,0,CL,1578422398,49,-36.72,-73.12,69.8,13.87
557,samarai,55,PG,1578422398,90,-10.62,150.67,76.44,1.74
558,kargil,100,PK,1578422398,95,34.56,76.13,7.09,5.55
559,hammerfest,40,NO,1578422398,93,70.66,23.68,37.4,11.41
560,comarapa,99,BO,1578422398,72,-17.91,-64.53,72.59,5.21
561,taywarah,0,AF,1578422398,75,33.35,64.42,2.93,5.23
562,kuusankoski,90,FI,1578422398,100,60.91,26.62,37.4,12.75
